survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV009875,C006,CUST07211,2025-05-17,4,Better performance,Brand reputation,Software,No
SRV009876,C005,CUST02028,2024-04-29,5,Improved durability,Design,Performance,No
SRV009877,C003,CUST09071,2023-06-06,7,Longer battery life,Design,Customer support,Yes
SRV009878,C001,CUST05688,2023-09-04,9,Improved comfort,Brand reputation,Design,Yes
SRV009879,C007,CUST04909,2024-06-29,5,Lower price,Design,Customer support,No
SRV009880,C010,CUST03008,2024-09-10,9,Lower price,Performance,Durability,Yes
SRV009881,C006,CUST03742,2024-09-27,5,More smart features,Quality,Software,No
SRV009882,C006,CUST08830,2023-08-30,6,Improved durability,Brand reputation,Performance,No
SRV009883,C003,CUST01296,2023-09-29,7,Longer battery life,Customer reviews,Performance,Yes
SRV009884,C001,CUST06528,2024-02-20,10,Better performance,Design,Comfort,Yes
SRV009885,C007,CUST09524,2025-12-31,3,Improved durability,Durability,Software,No
SRV009886,C008,CUST06214,2025-03-23,2,Improved comfort,Features,Price,No
SRV009887,C002,CUST00850,2024-06-24,6,Improved comfort,Performance,Performance,No
SRV009888,C001,CUST08492,2024-03-01,8,Improved comfort,Price,Durability,Yes
SRV009889,C005,CUST08060,2025-08-17,8,Better design,Price,Customer support,Yes
SRV009890,C005,CUST04712,2023-02-24,4,Better design,Design,Durability,No
SRV009891,C002,CUST07235,2025-03-20,3,Longer battery life,Customer reviews,Price,No
SRV009892,C003,CUST08459,2024-03-10,10,Better performance,Quality,Comfort,Yes
SRV009893,C006,CUST00482,2023-11-20,9,Better performance,Features,Price,Yes
SRV009894,C005,CUST08177,2025-06-25,4,Lower price,Performance,Price,No
SRV009895,C003,CUST07142,2025-01-13,1,Better software,Quality,Price,No
SRV009896,C005,CUST03874,2023-06-27,5,Better software,Brand reputation,Customer support,No
SRV009897,C005,CUST01305,2024-11-14,7,Better software,Brand reputation,Performance,Yes
SRV009898,C001,CUST02036,2025-03-15,3,Improved durability,Brand reputation,Software,No
SRV009899,C005,CUST07406,2025-11-01,2,Lower price,Design,Price,No
SRV009900,C006,CUST06088,2024-12-19,2,Lower price,Customer reviews,Price,No
SRV009901,C003,CUST04453,2023-03-13,2,Lower price,Design,Durability,No
SRV009902,C006,CUST05903,2024-03-11,4,Lower price,Performance,Price,No
SRV009903,C010,CUST06438,2024-11-14,1,Better performance,Brand reputation,Design,No
SRV009904,C009,CUST04591,2023-05-31,10,Lower price,Quality,Comfort,Yes
SRV009905,C007,CUST05711,2023-09-20,1,More smart features,Features,Battery life,No
SRV009906,C008,CUST03616,2025-12-01,10,Better design,Price,Design,Yes
SRV009907,C004,CUST09371,2024-01-15,3,Longer battery life,Brand reputation,Software,No
SRV009908,C004,CUST05826,2023-05-22,8,Better software,Durability,Customer support,Yes
SRV009909,C007,CUST01794,2025-04-07,9,Better design,Brand reputation,Design,Yes
SRV009910,C009,CUST07589,2025-04-17,8,Lower price,Price,Battery life,Yes
SRV009911,C002,CUST02802,2023-01-15,10,Improved durability,Customer reviews,Comfort,Yes
SRV009912,C005,CUST02820,2024-08-24,10,Better software,Brand reputation,Price,Yes
SRV009913,C002,CUST01349,2024-12-17,10,Longer battery life,Quality,Design,Yes
SRV009914,C007,CUST00173,2024-03-21,6,More smart features,Features,Battery life,No
SRV009915,C009,CUST06029,2023-11-28,6,Better design,Design,Comfort,No
SRV009916,C002,CUST02399,2024-06-13,7,Better software,Features,Customer support,Yes
SRV009917,C010,CUST06951,2025-05-22,8,More smart features,Durability,Software,Yes
SRV009918,C010,CUST02089,2023-02-16,4,Better performance,Design,Design,No
SRV009919,C003,CUST09395,2023-09-02,2,Lower price,Performance,Customer support,No
SRV009920,C009,CUST01395,2023-02-08,6,More smart features,Performance,Comfort,No
SRV009921,C010,CUST06484,2023-07-26,7,More smart features,Performance,Price,Yes
SRV009922,C005,CUST06538,2023-11-12,7,Lower price,Performance,Battery life,Yes
SRV009923,C007,CUST00693,2025-12-06,4,Better software,Price,Customer support,No
SRV009924,C006,CUST00462,2023-11-01,9,Lower price,Features,Design,Yes
SRV009925,C008,CUST05258,2025-12-25,9,Better software,Durability,Battery life,Yes
SRV009926,C002,CUST06569,2023-03-05,7,More smart features,Brand reputation,Price,Yes
SRV009927,C006,CUST06935,2024-09-30,4,Longer battery life,Performance,Design,No
SRV009928,C001,CUST02428,2024-03-08,7,Better performance,Design,Performance,Yes
SRV009929,C007,CUST00581,2024-04-23,8,Longer battery life,Customer reviews,Design,Yes
SRV009930,C005,CUST06538,2024-06-17,3,Longer battery life,Price,Price,No
SRV009931,C005,CUST06487,2024-01-11,10,Lower price,Price,Customer support,Yes
SRV009932,C009,CUST01178,2024-04-09,10,Improved durability,Customer reviews,Performance,Yes
SRV009933,C010,CUST09770,2024-06-21,9,More smart features,Quality,Price,Yes
SRV009934,C002,CUST03793,2023-02-20,6,Lower price,Brand reputation,Software,No
SRV009935,C003,CUST02029,2025-07-04,9,Lower price,Price,Software,Yes
SRV009936,C002,CUST05769,2024-09-21,8,Better performance,Design,Battery life,Yes
SRV009937,C006,CUST02422,2025-11-15,9,Improved durability,Customer reviews,Price,Yes
SRV009938,C006,CUST08345,2023-06-08,6,Better software,Brand reputation,Design,No
SRV009939,C006,CUST08919,2023-08-23,4,Improved durability,Price,Performance,No
SRV009940,C001,CUST01181,2025-12-08,5,Longer battery life,Design,Customer support,No
SRV009941,C007,CUST00330,2025-04-06,4,Better design,Price,Software,No
SRV009942,C009,CUST07522,2023-07-24,5,Better performance,Performance,Design,No
SRV009943,C006,CUST00456,2025-10-23,5,Improved comfort,Customer reviews,Durability,No
SRV009944,C008,CUST00505,2025-07-24,5,Better performance,Durability,Price,No
SRV009945,C005,CUST05592,2025-06-29,5,Better software,Durability,Customer support,No
SRV009946,C009,CUST04520,2024-12-04,7,Better design,Customer reviews,Performance,Yes
SRV009947,C001,CUST01466,2024-08-30,4,Better software,Quality,Performance,No
SRV009948,C007,CUST03024,2025-04-09,9,More smart features,Performance,Design,Yes
SRV009949,C010,CUST06892,2023-05-26,8,Better performance,Durability,Customer support,Yes
SRV009950,C002,CUST07496,2025-10-01,9,Improved comfort,Performance,Durability,Yes
SRV009951,C004,CUST06194,2024-05-22,5,Better design,Brand reputation,Price,No
SRV009952,C010,CUST07679,2023-01-21,2,Better performance,Price,Design,No
SRV009953,C007,CUST02636,2025-12-07,4,Better performance,Design,Performance,No
SRV009954,C009,CUST01119,2023-06-06,1,Better performance,Quality,Design,No
SRV009955,C008,CUST00722,2023-06-17,8,Lower price,Customer reviews,Software,Yes
SRV009956,C006,CUST01222,2023-07-10,6,Improved durability,Durability,Performance,No
SRV009957,C002,CUST02109,2024-07-15,3,Better design,Price,Design,No
SRV009958,C008,CUST08290,2023-05-19,3,Lower price,Performance,Design,No
SRV009959,C007,CUST01982,2025-09-05,1,Longer battery life,Customer reviews,Battery life,No
SRV009960,C003,CUST04847,2024-01-05,8,More smart features,Customer reviews,Software,Yes
SRV009961,C003,CUST04534,2024-01-31,7,Lower price,Brand reputation,Price,Yes
SRV009962,C006,CUST02043,2024-01-01,5,Improved durability,Price,Design,No
SRV009963,C005,CUST05316,2023-08-10,6,Lower price,Durability,Durability,No
SRV009964,C004,CUST03533,2023-09-27,1,Improved durability,Brand reputation,Customer support,No
SRV009965,C005,CUST03933,2023-09-27,4,Better performance,Customer reviews,Battery life,No
SRV009966,C005,CUST04687,2025-04-20,4,Better design,Design,Software,No
SRV009967,C010,CUST04236,2024-04-17,10,Improved durability,Performance,Battery life,Yes
SRV009968,C005,CUST00724,2023-12-20,10,Longer battery life,Features,Price,Yes
SRV009969,C009,CUST03171,2025-10-24,1,Improved comfort,Design,Software,No
SRV009970,C004,CUST04437,2023-11-11,8,Better design,Durability,Design,Yes
SRV009971,C009,CUST06332,2025-02-14,9,Lower price,Design,Performance,Yes
SRV009972,C003,CUST09949,2024-08-23,8,Longer battery life,Design,Software,Yes
SRV009973,C004,CUST07959,2024-10-30,2,More smart features,Features,Customer support,No
SRV009974,C010,CUST02582,2023-12-08,7,Longer battery life,Durability,Battery life,Yes
SRV009975,C008,CUST04484,2023-09-22,4,Improved comfort,Price,Battery life,No
SRV009976,C003,CUST08154,2023-12-19,10,Improved durability,Price,Durability,Yes
SRV009977,C002,CUST00692,2025-09-13,9,Improved comfort,Design,Durability,Yes
SRV009978,C004,CUST07106,2024-10-04,4,Longer battery life,Brand reputation,Design,No
SRV009979,C003,CUST09520,2023-12-15,2,Improved comfort,Quality,Durability,No
SRV009980,C007,CUST04767,2023-02-12,4,More smart features,Features,Design,No
SRV009981,C001,CUST03308,2023-11-03,4,Improved comfort,Customer reviews,Design,No
SRV009982,C003,CUST04067,2024-09-16,5,Improved comfort,Design,Performance,No
SRV009983,C004,CUST06040,2025-03-13,1,Better design,Quality,Software,No
SRV009984,C002,CUST02787,2024-07-09,9,Improved comfort,Brand reputation,Comfort,Yes
SRV009985,C005,CUST09128,2024-01-28,3,Improved comfort,Design,Durability,No
SRV009986,C007,CUST05874,2025-03-20,2,Improved durability,Quality,Battery life,No
SRV009987,C007,CUST05647,2023-07-12,9,Better software,Features,Design,Yes
SRV009988,C009,CUST05714,2023-08-16,4,Better design,Customer reviews,Price,No
SRV009989,C006,CUST00777,2024-01-01,2,Lower price,Performance,Price,No
SRV009990,C002,CUST02047,2024-09-10,5,Improved durability,Brand reputation,Design,No
SRV009991,C003,CUST04929,2023-02-27,1,Lower price,Customer reviews,Software,No
SRV009992,C007,CUST01141,2024-06-04,3,Improved comfort,Performance,Customer support,No
SRV009993,C009,CUST00540,2023-03-07,4,Improved durability,Design,Price,No
SRV009994,C008,CUST07302,2023-04-17,9,Better design,Customer reviews,Software,Yes
SRV009995,C008,CUST05855,2024-03-31,3,Longer battery life,Price,Durability,No
SRV009996,C007,CUST02348,2023-01-10,9,Better design,Price,Customer support,Yes
SRV009997,C008,CUST02065,2024-05-13,7,Better software,Customer reviews,Price,Yes
SRV009998,C009,CUST09605,2024-12-29,10,Improved durability,Customer reviews,Performance,Yes
SRV009999,C008,CUST06865,2024-10-11,8,Better design,Features,Comfort,Yes
SRV010000,C002,CUST06701,2024-03-31,9,Better design,Customer reviews,Battery life,Yes
SRV010001,C005,CUST02130,2024-05-20,9,Lower price,Price,Price,Yes
SRV010002,C003,CUST04450,2024-08-15,8,Better software,Quality,Design,Yes
SRV010003,C004,CUST04913,2025-12-10,2,Improved comfort,Price,Customer support,No
SRV010004,C001,CUST07178,2025-03-31,3,Lower price,Price,Price,No
SRV010005,C007,CUST01240,2023-11-24,5,Improved comfort,Customer reviews,Price,No
SRV010006,C008,CUST09939,2023-08-26,8,Better design,Customer reviews,Design,Yes
SRV010007,C002,CUST03175,2023-06-11,8,Longer battery life,Quality,Performance,Yes
SRV010008,C005,CUST01327,2024-10-19,6,More smart features,Durability,Customer support,No
SRV010009,C009,CUST05111,2024-08-25,8,Better design,Performance,Performance,Yes
SRV010010,C005,CUST06495,2025-05-07,8,Lower price,Design,Software,Yes
SRV010011,C002,CUST06323,2025-11-06,10,Longer battery life,Customer reviews,Performance,Yes
SRV010012,C001,CUST04809,2025-03-27,8,Improved durability,Price,Comfort,Yes
SRV010013,C001,CUST09011,2023-12-06,5,Improved comfort,Features,Battery life,No
SRV010014,C005,CUST02074,2023-01-20,9,Better design,Features,Software,Yes
SRV010015,C006,CUST08024,2025-12-28,8,Better performance,Performance,Price,Yes
SRV010016,C007,CUST04115,2023-02-07,4,Better design,Price,Comfort,No
SRV010017,C010,CUST07635,2023-01-21,4,More smart features,Design,Comfort,No
SRV010018,C009,CUST05695,2024-05-25,8,Better design,Quality,Design,Yes
SRV010019,C004,CUST04737,2025-01-26,1,Lower price,Quality,Customer support,No
SRV010020,C004,CUST07248,2025-01-17,10,Improved durability,Features,Design,Yes
SRV010021,C002,CUST06853,2023-12-30,10,Improved comfort,Customer reviews,Battery life,Yes
SRV010022,C009,CUST09943,2023-10-21,9,Better design,Durability,Comfort,Yes
SRV010023,C009,CUST06153,2023-07-12,1,Better software,Brand reputation,Battery life,No
SRV010024,C008,CUST00091,2025-05-28,8,Better software,Features,Battery life,Yes
SRV010025,C004,CUST02051,2024-03-31,9,Better performance,Durability,Performance,Yes
SRV010026,C004,CUST00027,2024-06-11,9,Better software,Customer reviews,Battery life,Yes
SRV010027,C006,CUST06575,2025-02-16,10,Better software,Design,Software,Yes
SRV010028,C003,CUST06650,2024-07-15,10,Better performance,Quality,Price,Yes
SRV010029,C001,CUST05265,2023-03-28,2,More smart features,Design,Design,No
SRV010030,C003,CUST07056,2023-12-25,6,More smart features,Customer reviews,Comfort,No
SRV010031,C004,CUST02728,2023-07-29,9,Longer battery life,Customer reviews,Design,Yes
SRV010032,C001,CUST03611,2025-10-27,5,Improved comfort,Features,Battery life,No
SRV010033,C005,CUST02368,2023-11-27,8,Improved comfort,Customer reviews,Price,Yes
SRV010034,C002,CUST02202,2023-08-23,6,Improved comfort,Customer reviews,Design,No
SRV010035,C007,CUST04672,2023-05-22,2,Lower price,Features,Software,No
SRV010036,C008,CUST04423,2025-03-01,7,Better design,Brand reputation,Durability,Yes
SRV010037,C007,CUST07841,2025-06-18,6,Improved durability,Brand reputation,Customer support,No
SRV010038,C008,CUST02203,2025-08-12,2,Lower price,Durability,Battery life,No
SRV010039,C001,CUST07826,2024-01-22,5,Better software,Performance,Customer support,No
SRV010040,C001,CUST09937,2023-05-05,10,Better software,Features,Software,Yes
SRV010041,C002,CUST00961,2025-12-29,7,Improved durability,Quality,Durability,Yes
SRV010042,C009,CUST00615,2024-08-17,7,Improved comfort,Brand reputation,Performance,Yes
SRV010043,C002,CUST06283,2025-10-15,8,Better design,Durability,Battery life,Yes
SRV010044,C004,CUST07753,2024-05-09,10,Longer battery life,Quality,Performance,Yes
SRV010045,C005,CUST09725,2023-01-27,1,Longer battery life,Customer reviews,Customer support,No
SRV010046,C010,CUST09818,2024-04-29,2,Improved comfort,Durability,Comfort,No
SRV010047,C002,CUST07411,2024-05-27,2,Improved durability,Price,Comfort,No
SRV010048,C003,CUST06920,2024-01-11,3,More smart features,Price,Performance,No
SRV010049,C010,CUST09160,2024-02-12,4,Improved comfort,Brand reputation,Customer support,No
SRV010050,C010,CUST02392,2024-06-12,5,More smart features,Design,Price,No
SRV010051,C007,CUST05324,2024-08-03,5,Improved durability,Brand reputation,Customer support,No
SRV010052,C006,CUST02234,2025-10-09,10,Improved comfort,Design,Software,Yes
SRV010053,C004,CUST00631,2025-06-15,8,Better performance,Customer reviews,Software,Yes
SRV010054,C005,CUST08716,2025-04-15,7,Better software,Customer reviews,Software,Yes
SRV010055,C004,CUST02925,2023-01-12,7,Better performance,Features,Customer support,Yes
SRV010056,C004,CUST02144,2025-12-25,3,Better design,Customer reviews,Durability,No
SRV010057,C010,CUST05840,2023-09-26,6,Better design,Price,Customer support,No
SRV010058,C009,CUST05661,2025-10-08,10,Longer battery life,Quality,Design,Yes
SRV010059,C010,CUST06380,2023-06-07,3,Better performance,Brand reputation,Durability,No
SRV010060,C008,CUST02463,2024-10-09,9,Better performance,Performance,Durability,Yes
SRV010061,C007,CUST04802,2023-06-03,1,Improved comfort,Durability,Design,No
SRV010062,C008,CUST09430,2024-10-26,2,Better design,Features,Price,No
SRV010063,C003,CUST06085,2023-09-25,9,Lower price,Design,Comfort,Yes
SRV010064,C005,CUST07519,2024-01-11,9,Improved comfort,Design,Battery life,Yes
SRV010065,C008,CUST03262,2023-07-23,3,More smart features,Brand reputation,Battery life,No
SRV010066,C007,CUST04990,2024-06-27,4,Improved comfort,Price,Performance,No
SRV010067,C009,CUST05622,2023-11-17,9,Better performance,Brand reputation,Software,Yes
SRV010068,C010,CUST02644,2025-03-24,7,Better software,Customer reviews,Comfort,Yes
SRV010069,C006,CUST02691,2024-01-30,2,Improved durability,Brand reputation,Software,No
SRV010070,C004,CUST06787,2024-03-18,8,More smart features,Quality,Comfort,Yes
SRV010071,C005,CUST08226,2025-05-01,9,Lower price,Quality,Software,Yes
SRV010072,C004,CUST09870,2023-07-28,10,Better software,Customer reviews,Performance,Yes
SRV010073,C010,CUST02685,2024-08-18,6,Better performance,Brand reputation,Battery life,No
SRV010074,C006,CUST05001,2024-07-10,10,Better software,Performance,Comfort,Yes
SRV010075,C002,CUST08048,2025-11-16,6,Better performance,Design,Battery life,No
SRV010076,C006,CUST00432,2025-04-05,9,Lower price,Performance,Comfort,Yes
SRV010077,C001,CUST01801,2024-05-31,1,Better performance,Price,Customer support,No
SRV010078,C006,CUST05752,2023-12-24,9,Improved durability,Customer reviews,Design,Yes
SRV010079,C006,CUST06248,2024-11-26,8,More smart features,Price,Design,Yes
SRV010080,C006,CUST00014,2023-12-24,6,Better design,Quality,Design,No
SRV010081,C005,CUST01959,2024-01-14,8,Improved comfort,Performance,Software,Yes
SRV010082,C004,CUST00955,2024-08-07,10,More smart features,Performance,Battery life,Yes
SRV010083,C005,CUST02386,2023-01-28,8,More smart features,Brand reputation,Price,Yes
SRV010084,C003,CUST09278,2025-05-26,8,Improved durability,Brand reputation,Comfort,Yes
SRV010085,C007,CUST06988,2025-02-07,8,Improved durability,Features,Battery life,Yes
SRV010086,C003,CUST00973,2024-10-16,2,Better software,Features,Battery life,No
SRV010087,C007,CUST09503,2025-05-22,3,Better software,Customer reviews,Software,No
SRV010088,C002,CUST00707,2023-03-20,8,Better design,Customer reviews,Design,Yes
SRV010089,C004,CUST01949,2023-08-17,8,Better software,Design,Battery life,Yes
SRV010090,C005,CUST07096,2025-03-30,2,Lower price,Performance,Software,No
SRV010091,C007,CUST09505,2023-02-21,3,Better performance,Performance,Durability,No
SRV010092,C003,CUST04807,2023-02-09,6,Lower price,Design,Performance,No
SRV010093,C001,CUST07910,2024-07-09,10,Improved comfort,Brand reputation,Comfort,Yes
SRV010094,C009,CUST00556,2024-11-02,7,Longer battery life,Brand reputation,Design,Yes
