complaint_id,company_id,product_id,customer_id,complaint_category,complaint_text,priority,status,complaint_date
CMP000829,C006,P0281,CUST04346,comfort,The product is uncomfortable during long use.,Low,Resolved,2023-09-11
CMP018838,C004,P0179,CUST07602,price,The price does not seem justified.,Medium,Closed,2023-09-11
CMP021480,C001,P0047,CUST03805,battery,I have to charge the product too frequently.,Critical,Resolved,2023-09-11
CMP029122,C007,P0326,CUST07503,price,I expected better quality at this price.,Critical,Resolved,2023-09-11
CMP029980,C001,P0039,CUST04319,battery,I have to charge the product too frequently.,Medium,Resolved,2023-09-11
CMP026907,C009,P0435,CUST07279,quality,The product stopped working properly after a short time.,High,Resolved,2023-09-11
CMP010089,C005,P0222,CUST04705,performance,The product is slow and sometimes stops responding.,High,Resolved,2023-09-11
CMP000539,C005,P0223,CUST07530,software,The product software needs improvement.,High,In Progress,2023-09-11
CMP010157,C008,P0371,CUST09628,price,I expected better quality at this price.,Low,Resolved,2023-09-11
CMP033782,C002,P0090,CUST09393,delivery,My order arrived late.,High,Resolved,2023-09-11
CMP039136,C010,P0496,CUST02319,performance,The product performance is not as expected.,Medium,In Progress,2023-09-11
CMP049785,C008,P0376,CUST04519,battery,Battery life is much lower than expected.,Medium,Open,2023-09-11
CMP022466,C006,P0255,CUST05918,performance,The product does not work reliably.,Medium,Closed,2023-09-12
CMP018676,C004,P0172,CUST03945,performance,The product performance is not as expected.,Medium,Resolved,2023-09-12
CMP020869,C002,P0098,CUST07860,quality,The product stopped working properly after a short time.,Low,Closed,2023-09-12
CMP048550,C009,P0418,CUST02771,comfort,The design causes discomfort after extended use.,Critical,Closed,2023-09-12
CMP009702,C001,P0048,CUST00851,delivery,My order arrived late.,Medium,Closed,2023-09-12
CMP034288,C007,P0305,CUST04217,performance,The product is slow and sometimes stops responding.,High,Closed,2023-09-12
CMP025525,C003,P0124,CUST09731,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-12
CMP043466,C001,P0015,CUST09717,battery,I have to charge the product too frequently.,Medium,Closed,2023-09-12
CMP024411,C008,P0389,CUST09238,comfort,The product needs a more comfortable design.,Low,Resolved,2023-09-12
CMP027223,C007,P0342,CUST00195,battery,I have to charge the product too frequently.,Medium,In Progress,2023-09-12
CMP005365,C001,P0013,CUST02281,quality,The build quality could be much better.,Low,In Progress,2023-09-12
CMP040187,C004,P0174,CUST04772,quality,The build quality could be much better.,High,Resolved,2023-09-12
CMP040147,C003,P0134,CUST05954,delivery,My order arrived late.,Medium,Resolved,2023-09-12
CMP008519,C002,P0067,CUST03148,comfort,The design causes discomfort after extended use.,Low,Resolved,2023-09-12
CMP036543,C005,P0204,CUST07750,delivery,The delivery process was disappointing.,Medium,Resolved,2023-09-12
CMP004595,C010,P0493,CUST03309,comfort,The product needs a more comfortable design.,High,Closed,2023-09-12
CMP021501,C010,P0473,CUST05321,battery,The battery drains very quickly.,High,Resolved,2023-09-12
CMP011934,C002,P0069,CUST05135,price,The product is too expensive for its quality.,Medium,Resolved,2023-09-12
CMP039741,C010,P0461,CUST05989,performance,The product does not work reliably.,High,Closed,2023-09-12
CMP034403,C007,P0312,CUST09195,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-09-12
CMP005650,C006,P0269,CUST08245,battery,The battery drains very quickly.,High,Closed,2023-09-12
CMP040511,C009,P0447,CUST03829,comfort,The design causes discomfort after extended use.,High,Closed,2023-09-12
CMP021194,C010,P0487,CUST09843,battery,I have to charge the product too frequently.,Medium,In Progress,2023-09-12
CMP031384,C007,P0318,CUST07304,battery,I have to charge the product too frequently.,High,Resolved,2023-09-12
CMP008763,C004,P0192,CUST08056,price,I expected better quality at this price.,Low,Resolved,2023-09-12
CMP010501,C001,P0043,CUST01615,software,The application frequently crashes.,High,Closed,2023-09-12
CMP035364,C009,P0427,CUST06929,software,The application frequently crashes.,Low,Resolved,2023-09-12
CMP040580,C005,P0229,CUST09902,software,The application frequently crashes.,High,Resolved,2023-09-12
CMP023254,C002,P0090,CUST05614,quality,The product does not feel durable.,Medium,Resolved,2023-09-12
CMP043392,C005,P0242,CUST05328,delivery,The product was delivered later than expected.,Medium,In Progress,2023-09-12
CMP008249,C002,P0097,CUST03310,quality,The product stopped working properly after a short time.,Low,Open,2023-09-12
CMP013517,C002,P0083,CUST01716,price,I expected better quality at this price.,Medium,Resolved,2023-09-12
CMP007853,C005,P0225,CUST00584,battery,Battery life is much lower than expected.,Medium,Closed,2023-09-12
CMP044225,C002,P0089,CUST01678,price,The product is too expensive for its quality.,Low,Resolved,2023-09-12
CMP012681,C009,P0441,CUST07871,performance,The product performance is not as expected.,Low,Resolved,2023-09-12
CMP041576,C001,P0015,CUST09977,delivery,The product was delivered later than expected.,Medium,Resolved,2023-09-12
CMP005224,C006,P0252,CUST07000,quality,The product quality is disappointing.,High,In Progress,2023-09-12
CMP024754,C007,P0333,CUST03520,software,The product software needs improvement.,High,Open,2023-09-12
CMP019313,C002,P0087,CUST01779,battery,Battery performance has become poor.,High,Resolved,2023-09-12
CMP040978,C005,P0222,CUST06148,delivery,My order arrived late.,High,Open,2023-09-12
CMP036122,C001,P0035,CUST04046,quality,The product stopped working properly after a short time.,Medium,In Progress,2023-09-12
CMP043937,C003,P0150,CUST03503,performance,The product does not work reliably.,High,Closed,2023-09-12
CMP020312,C003,P0115,CUST02323,comfort,The product is uncomfortable during long use.,Medium,Open,2023-09-12
CMP028736,C003,P0139,CUST09747,software,The application frequently crashes.,Low,Resolved,2023-09-12
CMP045406,C008,P0386,CUST00818,quality,The product quality is disappointing.,High,Closed,2023-09-12
CMP012913,C008,P0361,CUST03346,battery,Battery performance has become poor.,Low,Resolved,2023-09-12
CMP030419,C005,P0219,CUST03373,quality,The build quality could be much better.,Low,Resolved,2023-09-12
CMP007836,C004,P0169,CUST07791,battery,Battery performance has become poor.,Low,In Progress,2023-09-12
CMP013105,C003,P0131,CUST04796,comfort,The product is uncomfortable during long use.,Low,Resolved,2023-09-12
CMP022442,C010,P0488,CUST01355,delivery,The delivery process was disappointing.,Low,Resolved,2023-09-12
CMP008304,C007,P0336,CUST02222,delivery,The delivery process was disappointing.,Medium,Closed,2023-09-13
CMP015843,C002,P0093,CUST02871,comfort,The product is uncomfortable during long use.,Medium,Open,2023-09-13
CMP005871,C001,P0008,CUST02095,performance,The product performance is not as expected.,High,Resolved,2023-09-13
CMP018285,C004,P0168,CUST07183,quality,The product quality is disappointing.,Low,In Progress,2023-09-13
CMP014255,C005,P0235,CUST00789,software,The software has several problems.,Medium,Closed,2023-09-13
CMP017876,C004,P0159,CUST08597,performance,The performance has become inconsistent.,Medium,Closed,2023-09-13
CMP023412,C010,P0453,CUST00937,price,The price does not seem justified.,Medium,In Progress,2023-09-13
CMP031007,C003,P0123,CUST04066,battery,Battery life is much lower than expected.,High,In Progress,2023-09-13
CMP004046,C007,P0320,CUST05074,comfort,The design causes discomfort after extended use.,High,In Progress,2023-09-13
CMP014179,C002,P0052,CUST08587,price,I expected better quality at this price.,Low,Open,2023-09-13
CMP011152,C002,P0081,CUST09201,quality,The product quality is disappointing.,Low,Closed,2023-09-13
CMP012860,C002,P0073,CUST08018,price,The price does not seem justified.,High,Resolved,2023-09-13
CMP014512,C004,P0182,CUST03567,price,The price does not seem justified.,Medium,Closed,2023-09-13
CMP042234,C008,P0397,CUST00030,performance,The performance has become inconsistent.,Critical,Resolved,2023-09-13
CMP035937,C002,P0073,CUST06234,performance,The performance has become inconsistent.,Medium,In Progress,2023-09-13
CMP033947,C006,P0298,CUST09866,battery,Battery performance has become poor.,High,Resolved,2023-09-13
CMP030434,C002,P0094,CUST06918,software,The product software needs improvement.,High,Resolved,2023-09-13
CMP031367,C010,P0453,CUST00546,price,The price does not seem justified.,Medium,Closed,2023-09-13
CMP020109,C006,P0254,CUST09342,delivery,My order arrived late.,Medium,Resolved,2023-09-13
CMP040353,C006,P0263,CUST06739,quality,The product quality is disappointing.,High,Closed,2023-09-13
CMP027039,C005,P0232,CUST08432,quality,The product stopped working properly after a short time.,High,Resolved,2023-09-13
CMP049913,C002,P0072,CUST06512,delivery,My order arrived late.,High,Resolved,2023-09-13
CMP044955,C008,P0396,CUST03958,comfort,The design causes discomfort after extended use.,Medium,Resolved,2023-09-13
CMP030865,C007,P0312,CUST05014,software,The software is difficult to use.,Medium,In Progress,2023-09-13
CMP016544,C008,P0351,CUST09529,battery,The battery drains very quickly.,High,Closed,2023-09-13
CMP000006,C001,P0002,CUST08451,battery,Battery performance has become poor.,Critical,Resolved,2023-09-13
CMP043974,C004,P0172,CUST07861,comfort,The design causes discomfort after extended use.,High,Resolved,2023-09-13
CMP035452,C005,P0203,CUST03702,comfort,The product needs a more comfortable design.,Medium,Closed,2023-09-13
CMP032183,C003,P0121,CUST03613,quality,The product does not feel durable.,High,Resolved,2023-09-13
CMP045306,C006,P0258,CUST07092,battery,The battery drains very quickly.,High,Resolved,2023-09-13
CMP015022,C002,P0055,CUST03835,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-13
CMP037876,C001,P0037,CUST09500,battery,Battery performance has become poor.,High,Closed,2023-09-13
CMP029967,C006,P0282,CUST05946,quality,The build quality could be much better.,High,In Progress,2023-09-13
CMP021241,C006,P0261,CUST05270,battery,I have to charge the product too frequently.,High,Closed,2023-09-14
CMP049833,C001,P0045,CUST08898,battery,Battery life is much lower than expected.,High,Closed,2023-09-14
CMP016459,C006,P0284,CUST08565,price,The price does not seem justified.,Low,In Progress,2023-09-14
CMP026715,C010,P0466,CUST00558,quality,The product stopped working properly after a short time.,Low,Resolved,2023-09-14
CMP040281,C004,P0168,CUST06736,delivery,My order arrived late.,High,Closed,2023-09-14
CMP022746,C004,P0190,CUST02860,software,The software is difficult to use.,Medium,Closed,2023-09-14
CMP029991,C008,P0364,CUST02953,price,The product is too expensive for its quality.,High,Closed,2023-09-14
CMP006348,C006,P0255,CUST06595,battery,Battery performance has become poor.,Medium,Closed,2023-09-14
CMP038774,C009,P0407,CUST05935,battery,I have to charge the product too frequently.,Low,Closed,2023-09-14
CMP016075,C004,P0164,CUST01388,battery,Battery life is much lower than expected.,High,In Progress,2023-09-14
CMP040102,C006,P0260,CUST06492,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-14
CMP023732,C007,P0325,CUST01098,battery,Battery performance has become poor.,High,Closed,2023-09-14
CMP049453,C005,P0215,CUST06909,performance,The product is slow and sometimes stops responding.,Low,Resolved,2023-09-14
CMP035718,C006,P0282,CUST00679,performance,The performance has become inconsistent.,Medium,Resolved,2023-09-14
CMP012737,C001,P0037,CUST06217,performance,The product does not work reliably.,Low,Closed,2023-09-14
CMP020036,C007,P0312,CUST06550,performance,The product is slow and sometimes stops responding.,High,Resolved,2023-09-14
CMP011322,C002,P0083,CUST05667,software,The software is difficult to use.,High,Closed,2023-09-14
CMP035096,C005,P0232,CUST05460,battery,The battery drains very quickly.,Critical,Closed,2023-09-14
CMP001141,C009,P0447,CUST08730,software,The software has several problems.,Low,In Progress,2023-09-14
CMP008366,C008,P0368,CUST08967,software,The software is difficult to use.,Medium,Resolved,2023-09-14
CMP014599,C003,P0105,CUST09395,software,The software is difficult to use.,Medium,Closed,2023-09-14
CMP007126,C007,P0301,CUST04249,quality,The product stopped working properly after a short time.,High,Open,2023-09-14
CMP042825,C009,P0449,CUST01865,performance,The product is slow and sometimes stops responding.,Low,Resolved,2023-09-14
CMP023634,C004,P0153,CUST01594,quality,The product stopped working properly after a short time.,Medium,Open,2023-09-14
CMP034808,C010,P0492,CUST07917,price,The product is too expensive for its quality.,Critical,In Progress,2023-09-14
CMP035261,C003,P0142,CUST05110,battery,I have to charge the product too frequently.,Medium,Open,2023-09-14
CMP030561,C002,P0068,CUST01217,performance,The performance has become inconsistent.,Low,Resolved,2023-09-14
CMP013498,C006,P0282,CUST00340,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-09-14
CMP016535,C008,P0383,CUST00272,comfort,The product is uncomfortable during long use.,Medium,Resolved,2023-09-14
CMP041244,C002,P0075,CUST06454,battery,The battery drains very quickly.,Medium,Resolved,2023-09-14
CMP002119,C004,P0182,CUST06324,software,The product software needs improvement.,High,Resolved,2023-09-14
CMP023349,C008,P0368,CUST02375,performance,The performance has become inconsistent.,Low,Closed,2023-09-14
CMP007092,C009,P0403,CUST04275,battery,Battery performance has become poor.,High,Resolved,2023-09-14
CMP016432,C010,P0465,CUST03624,software,The product software needs improvement.,Medium,Closed,2023-09-14
CMP049030,C002,P0081,CUST01340,performance,The product does not work reliably.,Low,Resolved,2023-09-14
CMP019792,C002,P0095,CUST02483,battery,Battery life is much lower than expected.,Low,In Progress,2023-09-14
CMP004097,C001,P0048,CUST07998,performance,The product is slow and sometimes stops responding.,High,Resolved,2023-09-14
CMP013418,C001,P0012,CUST01258,price,I expected better quality at this price.,High,In Progress,2023-09-14
CMP013423,C006,P0267,CUST00932,software,The application frequently crashes.,Medium,In Progress,2023-09-14
CMP037618,C001,P0022,CUST00383,price,The product is too expensive for its quality.,Medium,In Progress,2023-09-14
