product_id,product_name,category,subcategory,complaint_category,complaint_count,product_pain_score,demand_problem_score,market_gap_score,market_gap_level,opportunity_score,opportunity_level,opportunity_statement,opportunity_rank
P0287,Analog Watch 287,Watches,Analog Watch,quality,24,60.0,56.02,36.86,Moderate Market Gap,51.66,Strong Opportunity,Improve Watches products by addressing quality problems,427
P0453,Smartphone 453,Mobile,Smartphone,battery,26,65.0,51.37,36.43,Moderate Market Gap,51.66,Strong Opportunity,Improve Mobile products by addressing battery problems,428
P0160,Smart Fan 160,Home Appliances,Smart Fan,battery,26,65.0,51.52,36.23,Moderate Market Gap,51.65,Strong Opportunity,Improve Home Appliances products by addressing battery problems,429
P0137,Analog Watch 137,Watches,Analog Watch,battery,32,80.0,35.85,36.86,Moderate Market Gap,51.61,Strong Opportunity,Improve Watches products by addressing battery problems,430
P0372,Smart Watch 372,Watches,Smart Watch,quality,22,55.0,60.78,36.86,Moderate Market Gap,51.58,Strong Opportunity,Improve Watches products by addressing quality problems,431
P0192,Bluetooth Speaker 192,Audio,Bluetooth Speaker,performance,19,47.5,69.68,35.19,Moderate Market Gap,51.57,Strong Opportunity,Improve Audio products by addressing performance problems,432
P0338,Wireless Earbuds 338,Audio,Wireless Earbuds,price,16,40.0,77.17,35.19,Moderate Market Gap,51.57,Strong Opportunity,Improve Audio products by addressing price problems,433
P0376,Smart Fan 376,Home Appliances,Smart Fan,quality,20,50.0,66.23,36.23,Moderate Market Gap,51.55,Strong Opportunity,Improve Home Appliances products by addressing quality problems,434
P0121,Fitness Band 121,Wearables,Fitness Band,quality,22,55.0,61.96,35.35,Moderate Market Gap,51.54,Strong Opportunity,Improve Wearables products by addressing quality problems,435
P0359,Smart Light 359,Home Appliances,Smart Light,battery,23,57.5,58.66,36.23,Moderate Market Gap,51.52,Strong Opportunity,Improve Home Appliances products by addressing battery problems,436
P0466,Smart Fan 466,Home Appliances,Smart Fan,quality,17,42.5,73.63,36.23,Moderate Market Gap,51.51,Strong Opportunity,Improve Home Appliances products by addressing quality problems,437
P0459,Smart Watch 459,Watches,Smart Watch,battery,28,70.0,45.57,36.86,Moderate Market Gap,51.51,Strong Opportunity,Improve Watches products by addressing battery problems,438
P0466,Smart Fan 466,Home Appliances,Smart Fan,performance,17,42.5,73.63,36.23,Moderate Market Gap,51.51,Strong Opportunity,Improve Home Appliances products by addressing performance problems,439
P0138,Smart Fan 138,Home Appliances,Smart Fan,battery,30,75.0,41.05,36.23,Moderate Market Gap,51.49,Strong Opportunity,Improve Home Appliances products by addressing battery problems,440
P0254,Tablet 254,Mobile,Tablet,battery,23,57.5,58.33,36.43,Moderate Market Gap,51.47,Strong Opportunity,Improve Mobile products by addressing battery problems,441
P0442,Smartphone 442,Mobile,Smartphone,battery,24,60.0,55.81,36.43,Moderate Market Gap,51.46,Strong Opportunity,Improve Mobile products by addressing battery problems,442
P0320,Smart Ring 320,Wearables,Smart Ring,battery,27,67.5,49.19,35.35,Moderate Market Gap,51.45,Strong Opportunity,Improve Wearables products by addressing battery problems,443
P0334,Fitness Band 334,Wearables,Fitness Band,quality,20,50.0,66.7,35.35,Moderate Market Gap,51.45,Strong Opportunity,Improve Wearables products by addressing quality problems,444
P0008,Headphones 8,Audio,Headphones,price,18,45.0,71.78,35.19,Moderate Market Gap,51.43,Strong Opportunity,Improve Audio products by addressing price problems,445
P0003,Smart Light 3,Home Appliances,Smart Light,quality,30,75.0,40.9,36.23,Moderate Market Gap,51.43,Strong Opportunity,Improve Home Appliances products by addressing quality problems,446
P0022,Analog Watch 22,Watches,Analog Watch,battery,27,67.5,47.84,36.86,Moderate Market Gap,51.43,Strong Opportunity,Improve Watches products by addressing battery problems,447
P0452,Bluetooth Speaker 452,Audio,Bluetooth Speaker,battery,25,62.5,54.22,35.19,Moderate Market Gap,51.41,Strong Opportunity,Improve Audio products by addressing battery problems,448
P0387,Fitness Band 387,Wearables,Fitness Band,battery,31,77.5,39.05,35.35,Moderate Market Gap,51.4,Strong Opportunity,Improve Wearables products by addressing battery problems,449
P0006,Headphones 6,Audio,Headphones,quality,24,60.0,56.59,35.19,Moderate Market Gap,51.36,Strong Opportunity,Improve Audio products by addressing quality problems,450
P0187,Bluetooth Speaker 187,Audio,Bluetooth Speaker,battery,32,80.0,36.59,35.19,Moderate Market Gap,51.36,Strong Opportunity,Improve Audio products by addressing battery problems,451
P0074,Smart Watch 74,Watches,Smart Watch,battery,32,80.0,35.16,36.86,Moderate Market Gap,51.36,Strong Opportunity,Improve Watches products by addressing battery problems,452
P0205,Tablet 205,Mobile,Tablet,software,18,45.0,70.49,36.43,Moderate Market Gap,51.35,Strong Opportunity,Improve Mobile products by addressing software problems,453
P0032,Smartphone 32,Mobile,Smartphone,quality,18,45.0,70.5,36.43,Moderate Market Gap,51.35,Strong Opportunity,Improve Mobile products by addressing quality problems,454
P0026,Headphones 26,Audio,Headphones,performance,21,52.5,64.01,35.19,Moderate Market Gap,51.34,Strong Opportunity,Improve Audio products by addressing performance problems,455
P0340,Fitness Band 340,Wearables,Fitness Band,performance,21,52.5,63.82,35.35,Moderate Market Gap,51.32,Strong Opportunity,Improve Wearables products by addressing performance problems,456
P0426,Headphones 426,Audio,Headphones,battery,31,77.5,38.77,35.19,Moderate Market Gap,51.25,Strong Opportunity,Improve Audio products by addressing battery problems,457
P0351,Tablet 351,Mobile,Tablet,battery,25,62.5,52.67,36.43,Moderate Market Gap,51.24,Strong Opportunity,Improve Mobile products by addressing battery problems,458
P0394,Fitness Watch 394,Watches,Fitness Watch,performance,21,52.5,62.27,36.86,Moderate Market Gap,51.23,Strong Opportunity,Improve Watches products by addressing performance problems,459
P0142,Smart Fan 142,Home Appliances,Smart Fan,performance,18,45.0,70.25,36.23,Moderate Market Gap,51.21,Strong Opportunity,Improve Home Appliances products by addressing performance problems,460
P0454,Smart Fan 454,Home Appliances,Smart Fan,battery,21,52.5,62.76,36.23,Moderate Market Gap,51.21,Strong Opportunity,Improve Home Appliances products by addressing battery problems,461
P0211,Air Purifier 211,Home Appliances,Air Purifier,performance,21,52.5,62.77,36.23,Moderate Market Gap,51.21,Strong Opportunity,Improve Home Appliances products by addressing performance problems,462
P0330,Smart Watch 330,Watches,Smart Watch,battery,29,72.5,42.22,36.86,Moderate Market Gap,51.21,Strong Opportunity,Improve Watches products by addressing battery problems,463
P0326,Smart Watch 326,Watches,Smart Watch,quality,21,52.5,62.16,36.86,Moderate Market Gap,51.19,Strong Opportunity,Improve Watches products by addressing quality problems,464
P0077,Fitness Watch 77,Watches,Fitness Watch,battery,20,50.0,64.66,36.86,Moderate Market Gap,51.19,Strong Opportunity,Improve Watches products by addressing battery problems,465
P0168,Smart Ring 168,Wearables,Smart Ring,battery,27,67.5,48.47,35.35,Moderate Market Gap,51.19,Strong Opportunity,Improve Wearables products by addressing battery problems,466
P0259,Smart Fan 259,Home Appliances,Smart Fan,battery,29,72.5,42.44,36.23,Moderate Market Gap,51.1,Strong Opportunity,Improve Home Appliances products by addressing battery problems,467
P0339,Wireless Earbuds 339,Audio,Wireless Earbuds,delivery,16,40.0,75.81,35.19,Moderate Market Gap,51.09,Strong Opportunity,Improve Audio products by addressing delivery problems,468
P0059,Air Purifier 59,Home Appliances,Air Purifier,battery,22,55.0,59.83,36.23,Moderate Market Gap,51.06,Strong Opportunity,Improve Home Appliances products by addressing battery problems,469
P0094,Smart Ring 94,Wearables,Smart Ring,software,16,40.0,75.53,35.35,Moderate Market Gap,51.04,Strong Opportunity,Improve Wearables products by addressing software problems,470
P0213,Wireless Earbuds 213,Audio,Wireless Earbuds,quality,27,67.5,48.11,35.19,Moderate Market Gap,51.02,Strong Opportunity,Improve Audio products by addressing quality problems,471
P0140,Smartphone 140,Mobile,Smartphone,battery,22,55.0,59.51,36.43,Moderate Market Gap,51.01,Strong Opportunity,Improve Mobile products by addressing battery problems,472
P0308,Smart Watch 308,Watches,Smart Watch,quality,20,50.0,64.13,36.86,Moderate Market Gap,51.0,Strong Opportunity,Improve Watches products by addressing quality problems,473
P0333,Smart Light 333,Home Appliances,Smart Light,quality,28,70.0,44.55,36.23,Moderate Market Gap,50.96,Strong Opportunity,Improve Home Appliances products by addressing quality problems,474
P0069,Headphones 69,Audio,Headphones,quality,17,42.5,72.94,35.19,Moderate Market Gap,50.96,Strong Opportunity,Improve Audio products by addressing quality problems,475
P0248,Headphones 248,Audio,Headphones,quality,19,47.5,67.87,35.19,Moderate Market Gap,50.94,Strong Opportunity,Improve Audio products by addressing quality problems,476
P0455,Fitness Band 455,Wearables,Fitness Band,quality,19,47.5,67.7,35.35,Moderate Market Gap,50.92,Strong Opportunity,Improve Wearables products by addressing quality problems,477
P0139,Analog Watch 139,Watches,Analog Watch,performance,19,47.5,66.4,36.86,Moderate Market Gap,50.92,Strong Opportunity,Improve Watches products by addressing performance problems,478
P0043,Tablet 43,Mobile,Tablet,quality,19,47.5,66.77,36.43,Moderate Market Gap,50.92,Strong Opportunity,Improve Mobile products by addressing quality problems,479
P0072,Smart Light 72,Home Appliances,Smart Light,battery,27,67.5,46.94,36.23,Moderate Market Gap,50.92,Strong Opportunity,Improve Home Appliances products by addressing battery problems,480
P0155,Tablet 155,Mobile,Tablet,battery,22,55.0,59.26,36.43,Moderate Market Gap,50.92,Strong Opportunity,Improve Mobile products by addressing battery problems,481
P0229,Smart Light 229,Home Appliances,Smart Light,battery,17,42.5,71.88,36.23,Moderate Market Gap,50.9,Strong Opportunity,Improve Home Appliances products by addressing battery problems,482
P0112,Smart Light 112,Home Appliances,Smart Light,battery,31,77.5,36.83,36.23,Moderate Market Gap,50.88,Strong Opportunity,Improve Home Appliances products by addressing battery problems,483
P0106,Bluetooth Speaker 106,Audio,Bluetooth Speaker,quality,26,65.0,50.07,35.19,Moderate Market Gap,50.83,Strong Opportunity,Improve Audio products by addressing quality problems,484
P0428,Wireless Earbuds 428,Audio,Wireless Earbuds,battery,19,47.5,67.52,35.19,Moderate Market Gap,50.81,Strong Opportunity,Improve Audio products by addressing battery problems,485
P0133,Wireless Earbuds 133,Audio,Wireless Earbuds,battery,23,57.5,57.5,35.19,Moderate Market Gap,50.81,Strong Opportunity,Improve Audio products by addressing battery problems,486
P0283,Headphones 283,Audio,Headphones,quality,17,42.5,72.42,35.19,Moderate Market Gap,50.78,Strong Opportunity,Improve Audio products by addressing quality problems,487
P0078,Smart Ring 78,Wearables,Smart Ring,battery,21,52.5,62.24,35.35,Moderate Market Gap,50.76,Strong Opportunity,Improve Wearables products by addressing battery problems,488
P0149,Fitness Watch 149,Watches,Fitness Watch,performance,17,42.5,70.89,36.86,Moderate Market Gap,50.74,Strong Opportunity,Improve Watches products by addressing performance problems,489
P0169,Analog Watch 169,Watches,Analog Watch,quality,25,62.5,50.87,36.86,Moderate Market Gap,50.74,Strong Opportunity,Improve Watches products by addressing quality problems,490
P0500,Wireless Earbuds 500,Audio,Wireless Earbuds,battery,28,70.0,44.74,35.19,Moderate Market Gap,50.72,Strong Opportunity,Improve Audio products by addressing battery problems,491
P0047,Smart Fan 47,Home Appliances,Smart Fan,performance,15,37.5,76.37,36.23,Moderate Market Gap,50.72,Strong Opportunity,Improve Home Appliances products by addressing performance problems,492
P0488,Smart Light 488,Home Appliances,Smart Light,quality,20,50.0,63.84,36.23,Moderate Market Gap,50.71,Strong Opportunity,Improve Home Appliances products by addressing quality problems,493
P0471,Bluetooth Speaker 471,Audio,Bluetooth Speaker,performance,17,42.5,72.23,35.19,Moderate Market Gap,50.71,Strong Opportunity,Improve Audio products by addressing performance problems,494
P0471,Bluetooth Speaker 471,Audio,Bluetooth Speaker,quality,17,42.5,72.23,35.19,Moderate Market Gap,50.71,Strong Opportunity,Improve Audio products by addressing quality problems,495
P0400,Analog Watch 400,Watches,Analog Watch,battery,16,40.0,73.08,36.86,Moderate Market Gap,50.64,Strong Opportunity,Improve Watches products by addressing battery problems,496
P0273,Smart Ring 273,Wearables,Smart Ring,software,15,37.5,76.86,35.35,Moderate Market Gap,50.63,Strong Opportunity,Improve Wearables products by addressing software problems,497
P0052,Bluetooth Speaker 52,Audio,Bluetooth Speaker,battery,20,50.0,64.5,35.19,Moderate Market Gap,50.63,Strong Opportunity,Improve Audio products by addressing battery problems,498
P0459,Smart Watch 459,Watches,Smart Watch,quality,27,67.5,45.57,36.86,Moderate Market Gap,50.63,Strong Opportunity,Improve Watches products by addressing quality problems,499
P0402,Wireless Earbuds 402,Audio,Wireless Earbuds,battery,24,60.0,54.48,35.19,Moderate Market Gap,50.62,Strong Opportunity,Improve Audio products by addressing battery problems,500
P0419,Fitness Band 419,Wearables,Fitness Band,price,15,37.5,76.83,35.35,Moderate Market Gap,50.62,Strong Opportunity,Improve Wearables products by addressing price problems,501
P0103,Fitness Band 103,Wearables,Fitness Band,performance,18,45.0,69.29,35.35,Moderate Market Gap,50.61,Strong Opportunity,Improve Wearables products by addressing performance problems,502
P0321,Smart Ring 321,Wearables,Smart Ring,battery,24,60.0,54.26,35.35,Moderate Market Gap,50.6,Strong Opportunity,Improve Wearables products by addressing battery problems,503
P0347,Smartphone 347,Mobile,Smartphone,software,14,35.0,78.35,36.43,Moderate Market Gap,50.6,Strong Opportunity,Improve Mobile products by addressing software problems,504
P0010,Smart Light 10,Home Appliances,Smart Light,comfort,14,35.0,78.49,36.23,Moderate Market Gap,50.59,Strong Opportunity,Improve Home Appliances products by addressing comfort problems,505
P0122,Smart Fan 122,Home Appliances,Smart Fan,battery,22,55.0,58.33,36.23,Moderate Market Gap,50.53,Strong Opportunity,Improve Home Appliances products by addressing battery problems,506
P0261,Analog Watch 261,Watches,Analog Watch,quality,20,50.0,62.76,36.86,Moderate Market Gap,50.52,Strong Opportunity,Improve Watches products by addressing quality problems,507
P0499,Tablet 499,Mobile,Tablet,quality,25,62.5,50.57,36.43,Moderate Market Gap,50.5,Strong Opportunity,Improve Mobile products by addressing quality problems,508
P0197,Fitness Band 197,Wearables,Fitness Band,quality,24,60.0,54.0,35.35,Moderate Market Gap,50.5,Strong Opportunity,Improve Wearables products by addressing quality problems,509
P0053,Tablet 53,Mobile,Tablet,battery,24,60.0,53.0,36.43,Moderate Market Gap,50.48,Strong Opportunity,Improve Mobile products by addressing battery problems,510
P0124,Smart Ring 124,Wearables,Smart Ring,performance,17,42.5,71.44,35.35,Moderate Market Gap,50.48,Strong Opportunity,Improve Wearables products by addressing performance problems,511
P0161,Smartphone 161,Mobile,Smartphone,battery,18,45.0,67.95,36.43,Moderate Market Gap,50.46,Strong Opportunity,Improve Mobile products by addressing battery problems,512
P0224,Air Purifier 224,Home Appliances,Air Purifier,performance,19,47.5,65.6,36.23,Moderate Market Gap,50.45,Strong Opportunity,Improve Home Appliances products by addressing performance problems,513
